He's A Rebel,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 0:maj , 0:maj ,,,,,,,
He's A Rebel,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 10_min , 6_maj , 0:maj , 0:maj ,,,,,,,
These Boots Are Made For Walkin',,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 6_maj , 6_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 4_maj 1_maj , 4_maj 1_maj ,,,,,,,,,
 4_maj 1_maj , (2/4) N ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 6_maj , 6_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 4_maj 1_maj , 4_maj 1_maj ,,,,,,,,,
 4_maj 1_maj , (2/4) N ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 6_maj , 6_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 4_maj 1_maj , 4_maj 1_maj ,,,,,,,,,
 4_maj 1_maj , (2/4) N ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
People Got To Be Free,,,,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , 0:maj 1_maj ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , (2/4) 0:maj ,,,,,,,
 (4/4) 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,
 1_maj , 0:maj , 10_min , 5_min ,,,,,,,
 6_maj , 1_maj , N , N ,,,,,,,
 1_maj , 0:maj , 10_min , 5_min ,,,,,,,
 6_maj , 1_maj , N , N ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , 0:maj 1_maj ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , (2/4) 0:maj ,,,,,,,
 (4/4) 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,
 1_maj , 0:maj , 10_min , 5_min ,,,,,,,
 6_maj , 1_maj , N , N ,,,,,,,
 1_maj , 0:maj , 10_min , 5_min ,,,,,,,
 6_maj , 1_maj , N , N ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , 0:maj 1_maj ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , (2/4) 0:maj ,,,,,,,
 (4/4) 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,
 1_maj , 4_maj , 9_maj , 0:maj ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , 0:maj 1_maj ,,,,,,,
 6_maj 1_maj , 0:maj 1_maj , 6_maj 1_maj , (2/4) 0:maj ,,,,,,,
 (4/4) 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj ,,,,,,,
 1_maj , 0:maj , 1_maj , 0:maj , 1_maj , 0:maj ,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
After The Love Has Gone,,,,,,,,,,
0,,,,,,,,,,
 1_maj/5 5_min7 , 6_maj(9) 0:sus4(b7) ,,,,,,,,,
 1_maj . 3_min7 1_maj/3 , 6_maj7 . 3_min7 0:sus4(b7) ,,,,,,,,,
 1_maj(9) 6_min , 1_maj(9) 6_min6 ,,,,,,,,,
 1_maj(9) . . 7_7(#11) , 6_min7(11) 4_maj7/3 ,,,,,,,,,
 1_maj(9) 6_min6 , 1_maj(9) 6_min6 ,,,,,,,,,
 1_maj(9) 7_7(#11) 6_min7(11) . , 9_maj9 , 1_maj/5 ,,,,,,,,
 1_maj(9) 6_min6 , 1_maj(9) 6_min6 ,,,,,,,,,
 1_maj(9) 7_7(#11) 6_min7(11) . , 9_maj9 , 1_maj/5 ,,,,,,,,
 1_maj(9) 1_aug(9) , 1_maj(9) 5_min7 ,,,,,,,,,
 10_min 6_maj7 , 11_maj7 . 6_maj/9 0:7 ,,,,,,,,,
 1_maj(9) 1_aug(9) , 1_maj(9) 5_min7 ,,,,,,,,,
 10_min9 6_sus2 , 11_maj9 . 0:sus4(b7) 7_aug ,,,,,,,,,
 6_maj9 . 5_min7 10_min7 ," 3_min9 . 1_maj9 7_sus4(b7,9) ",,,,,,,,,
 12_maj9 . 4_min7/5 4_min7 , (2/4) 9_min9 , 7_maj9 ,,,,,,,,
 0:min9 1_min9 , 6_min9 4_maj6/5 ,,,,,,,,,
 4_min9 2_maj/5 , 2_maj9 . 4_min7 6_min7 ,,,,,,,,,
 0:min9 1_min9 , 6_min9 4_maj6/5 ,,,,,,,,,
 4_min9 2_maj/5 , 2_maj9 . 4_min7 6_min7 ,,,,,,,,,
 (3/4) 7_maj7 9_min7 11_min7 ,,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 . . 6_min9 , 11_min9 . . 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 . . 6_min9 , 11_min9 . . 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , (2/4) 7_maj9 , 9_min7 ,,,,,,,,
 11_min7 ,,,,,,,,,,
 1_min9 ,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
After The Love Has Gone,,,,,,,,,,
0,,,,,,,,,,
 1_maj/5 5_min7 , 6_maj(9) 0:sus4(b7) ,,,,,,,,,
 1_maj . 3_min7 1_maj/3 , 6_maj7 . 3_min7 0:sus4(b7) ,,,,,,,,,
 1_maj(9) 6_min , 1_maj(9) 6_min6 ,,,,,,,,,
 1_maj(9) . . 7_7(#11) , 6_min7(11) 4_maj7/3 ,,,,,,,,,
 1_maj(9) 6_min6 , 1_maj(9) 6_min6 ,,,,,,,,,
 1_maj(9) 7_7(#11) 6_min7(11) . , 9_maj9 , 1_maj/5 ,,,,,,,,
 1_maj(9) 6_min6 , 1_maj(9) 6_min6 ,,,,,,,,,
 1_maj(9) 7_7(#11) 6_min7(11) . , 9_maj9 , 1_maj/5 ,,,,,,,,
 1_maj(9) 1_aug(9) , 1_maj(9) 5_min7 ,,,,,,,,,
 10_min 6_maj7 , 11_maj7 . 6_maj/9 0:7 ,,,,,,,,,
 1_maj(9) 1_aug(9) , 1_maj(9) 5_min7 ,,,,,,,,,
 10_min9 6_sus2 , 11_maj9 . 0:sus4(b7) 7_aug ,,,,,,,,,
 6_maj9 . 5_min7 10_min7 ," 3_min9 . 1_maj9 7_sus4(b7,9) ",,,,,,,,,
 12_maj9 . 4_min7/5 4_min7 , (2/4) 9_min9 , 7_maj9 ,,,,,,,,
 0:min9 1_min9 , 6_min9 4_maj6/5 ,,,,,,,,,
 4_min9 2_maj/5 , 2_maj9 . 4_min7 6_min7 ,,,,,,,,,
 0:min9 1_min9 , 6_min9 4_maj6/5 ,,,,,,,,,
 4_min9 2_maj/5 , 2_maj9 . 4_min7 6_min7 ,,,,,,,,,
 (3/4) 7_maj7 9_min7 11_min7 ,,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 . . 6_min9 , 11_min9 . . 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 . . 6_min9 , 11_min9 . . 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , 7_maj9 . 9_min7 11_min7 ,,,,,,,,,
 1_min9 6_min9 , 11_min9 9_maj6/5 ,,,,,,,,,
 9_min9 7_maj/bb13 , (2/4) 7_maj9 , 9_min7 ,,,,,,,,
 11_min7 ,,,,,,,,,,
 1_min9 ,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
All Alone Am I,,,,,,,,,,
 N ,,,,,,,,,,
 6_maj7 , 3_min7 , 0:maj , 1_maj , 3_min , 12_dim/b5 , 5_7 , A:7 ,,,
 6_maj7 , 3_min7 , 0:maj , 1_maj , 3_min , 0:maj , 1_maj , F:maj ,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 0:maj , 0:maj ,,,,,,,
 10_min , 10_min , 10_min , 10_min ,,,,,,,
 10_min , 10_min , 5_7 , 5_7 ,,,,,,,
 6_maj7 , 3_min7 , 0:maj , 1_maj , 3_min , 12_dim/b5 , 5_7 , A:7 ,,,
 6_maj7 , 3_min7 , 0:maj , 1_maj , 3_min , 0:maj , 1_maj , F:maj ,,,
 1_maj , 1_aug , 1_maj6 , 1_maj6 ,,,,,,,
 1_maj , 1_maj6 , 3_min , 0:maj ,,,,,,,
 10_min , 10_minmaj7 , 10_min7 , 10_min 10_min7 ,,,,,,,
 3_7 , 3_7 , 0:7 , 0:7 ,,,,,,,
 6_maj7 , 3_min7 , 0:maj , 1_maj , 3_min , 12_dim/b5 , 5_7 , A:7 ,,,
 6_maj7 , 3_min7 , 0:maj , 1_maj , 3_min , 0:maj , &pause ,,,,
 1_maj , 6_maj , 5_min 6_maj , 0:maj 0:7 ,,,,,,,
 1_maj ,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Baby Workout,,,,,,,,,,
 1_1(b3) ,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 0:7 , 6_7 , 1_7 , 1_7 ,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 0:7 , 6_7 , 1_7 , 1_7 ,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 0:7 , 6_7 , 1_7 , 1_7 ,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 0:7 , 6_7 , 1_7 , 1_7 ,,,,,,,
 N , N , 1_7 ,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
"Baby, Baby Don't Cry",,,,,,,,,,
 1_1 , 1_1 ,,,,,,,,,
 1_maj(9) , 3_min7 , 1_maj(9) , 3_min7 ,,,,,,,
 1_maj(9) , 3_min7 , 1_maj(9) , 3_min ,,,,,,,
 1_maj , 3_min , 1_maj , 3_min ,,,,,,,
 1_maj , 3_min , 1_maj , 3_min ,,,,,,,
 1_maj , 3_min 6_maj ,,,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 6_maj6 ,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 0:maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 5_min7 6_maj7 ,,,,,,,
 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj7 ,,,,,,
 1_maj7 , 3_min , 1_maj7 , 3_min ,,,,,,,
 1_maj7 , 3_min , 1_maj7 , 3_min 0:sus4(9) ,,,,,,,
 1_maj7 , 3_min 6_maj ,,,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 6_maj6 ,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 0:maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 5_min7 6_maj7 ,,,,,,,
 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj7/3 ,,,,,,
 10_min6 , 10_min7 , 10_min6 , 10_min(b13) ,,,,,,,
"Baby, Baby Don't Cry",,,,,,,,,,
 1_1 , 1_1 ,,,,,,,,,
 1_maj(9) , 3_min7 , 1_maj(9) , 3_min7 ,,,,,,,
 1_maj(9) , 3_min7 , 1_maj(9) , 3_min ,,,,,,,
 1_maj , 3_min , 1_maj , 3_min ,,,,,,,
 1_maj , 3_min , 1_maj , 3_min ,,,,,,,
 1_maj , 3_min 6_maj ,,,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 6_maj6 ,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 0:maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 5_min7 6_maj7 ,,,,,,,
 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj7 ,,,,,,
 1_maj7 , 3_min , 1_maj7 , 3_min ,,,,,,,
 1_maj7 , 3_min , 1_maj7 , 3_min 0:sus4(9) ,,,,,,,
 1_maj7 , 3_min 6_maj ,,,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 6_maj6 ,,,,,,,
 1_maj , 11_maj , 6_maj 6_maj6 , 6_7 0:maj ,,,,,,,
 1_maj , 3_min7 , 1_maj , 5_min7 6_maj7 ,,,,,,,
 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj 10_min7 , 5_min7 . . 6_maj7 , 6_maj7/3 ,,,,,,
 10_min6 , 10_min7 , 10_min6 , 10_min(b13) ,,,,,,,
 5_maj , 4_min , 2_min7 7_maj , 12_maj 12_7 ,,,,,,,
 5_maj , 4_min , 2_7 , 7_7 0:7 ,,,,,,,
 1_maj 1_aug , 6_maj7 6_min , 1_maj 5_7 , 10_7(b9) ,,,,,,,
 3_7 , 3_7 , 3_min7 0:7 , 1_maj 1_7/b7 10_7 . ,,,,,,,
 3_7 , 0:7 N . . , 1_maj , 6_maj 6_min6 ,,,,,,,
 1_maj ,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Do You Love Me,,,,,,,,,,
 1_maj . . . , 6_maj . . . , 0:maj . . . , 10_min . . . ,,,,,,,
 0:maj . . . , N . . . , 0:maj . . . ,,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 6_maj . . . , 6_min . . . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 6_maj . . . , 6_min . . . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Do You Love Me,,,,,,,,,,
 1_maj . . . , 6_maj . . . , 0:maj . . . , 10_min . . . ,,,,,,,
 0:maj . . . , N . . . , 0:maj . . . ,,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 6_maj . . . , 6_min . . . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 6_maj . . . , 6_min . . . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Do You Love Me,,,,,,,,,,
 1_maj . . . , 6_maj . . . , 0:maj . . . , 10_min . . . ,,,,,,,
 0:maj . . . , N . . . , 0:maj . . . ,,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 6_maj . . . , 6_min . . . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 6_maj . . . , 6_min . . . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
