He's A Rebel,,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,,,
 0:maj . . . , 0:7 . . . , 0:7 . . . , 0:7 . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . 1_maj/3 . , 6_maj . 0:maj . ,,,,,,,
 1_maj . 1_maj/3 . , 6_maj . 0:maj . , 1_maj . . . , 0:maj . . . ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Do your thing,,,,,,,,,,
 1_min 1_min7/5 , x6,,,,,,,,,
 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , x3,,,,,,
 4_maj , 0:7/b7 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 ,,,,,
 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , x3,,,,,,
 4_maj , 0:7/b7 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 ,,,,,
 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , x4,,,,,,
 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 , 1_min 1_min7/5 ,", fadeout ",,,,,,
 1_min 1_min7/5 , ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Feelin' Stronger Every Day,,,,,,,,,,
 (2/4) 10_min7 1_maj7 , 3_7 , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 (2/4) 10_min7 1_maj7 , 3_7 , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 0:7 , 0:7 ,,,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 5_min7 , 10_min7 , 5_min7 ,,,,,,,,
 (2/4) 10_min7 1_maj7 , 3_7 ,,,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 5_min7 , 10_min7 , 5_min7 , ->,,,,,,,
 (2/4) 10_min7 1_maj , 3_maj , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 (2/4) 10_min7 1_maj , 3_maj , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 0:7 , 0:7 ,,,,,,,,,
 3_maj . . 0:maj , 10_maj . . 0:maj , 3_maj . . 0:maj ,,,,,,,,
 5_7 , 5_7 ,,,,,,,,,
 5_7 , 12_7 , 7_maj 2_maj , 9_maj . . 7_maj ,,,,,,,
 5_7 , 12_7 , 7_maj 2_maj , 9_maj . . 7_maj ,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Feelin' Stronger Every Day,,,,,,,,,,
 (2/4) 10_min7 1_maj7 , 3_7 , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 (2/4) 10_min7 1_maj7 , 3_7 , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 0:7 , 0:7 ,,,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 5_min7 , 10_min7 , 5_min7 ,,,,,,,,
 (2/4) 10_min7 1_maj7 , 3_7 ,,,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 0:maj , 11_maj 6_maj , 11_maj/5 6_maj 1_maj . , 11_maj/5 6_maj 1_maj . ,,,,,,,
 5_min7 , 10_min7 , 5_min7 , ->,,,,,,,
 (2/4) 10_min7 1_maj , 3_maj , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 (2/4) 10_min7 1_maj , 3_maj , (2/4) 3_maj 0:maj , 1_maj ,,,,,,,
 0:7 , 0:7 ,,,,,,,,,
 3_maj . . 0:maj , 10_maj . . 0:maj , 3_maj . . 0:maj ,,,,,,,,
 5_7 , 5_7 ,,,,,,,,,
 5_7 , 12_7 , 7_maj 2_maj , 9_maj . . 7_maj ,,,,,,,
 5_7 , 12_7 , 7_maj 2_maj , 9_maj . . 7_maj ,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
 5_maj 12_maj , 7_7 , x2,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Floy Joy,,,,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 1_maj(9) , 1_maj(9) , 1_maj(9) , 1_maj(9) ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj 1_maj/b7 , 10_maj , 6_maj , 3_min7 3_min7/11 ,,,,,,,
 1_maj 1_maj/b7 , 10_maj , 6_maj , 3_min7 3_min7/11 ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj 1_maj/b7 , 10_maj , 6_maj , 3_min7 3_min7/11 ,,,,,,,
 1_maj 1_maj/b7 , 10_maj , 6_maj , 3_min7 3_min7/11 ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 6_maj , 5_min , 4_maj 11_maj , 1_maj ,,,,,,,
 6_maj , 5_min , 3_min7 , 0:maj ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj 1_maj/b7 , 10_maj , 6_maj , 3_min7 3_min7/11 ,,,,,,,
 1_maj 1_maj/b7 , 10_maj , 6_maj , 3_min7 3_min7/11 ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min ,,,,,,,
 1_maj , 1_maj , 3_min , 3_min , 1_maj ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Galveston,,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj . 6_maj 0:maj ,,,,,,,
 1_maj , (2/4) 6_maj 0:maj , 1_maj ,,,,,,,,
 1_maj , (2/4) 1_7 , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,
 1_maj , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,,
 10_min , 6_maj , 0:11 , 1_maj . 6_maj 0:maj ,,,,,,,
 1_maj , (2/4) 6_maj 0:maj , 1_maj ,,,,,,,,
 1_maj , (2/4) 1_7 , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,
 1_maj , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,,
 10_min , 6_maj , 0:11 , 1_maj . 6_maj 0:maj ,,,,,,,
 4_maj , 4_maj 6_maj , 4_maj , 4_maj 6_maj ,,,,,,,
 0:min , 0:min , 4_maj , 1_min 10_hdim7 ,,,,,,,
 11_maj , 6_maj , 1_min , 1_min . 6_maj 0:maj ,,,,,,,
 1_maj , (2/4) 6_maj 0:maj , 1_maj ,,,,,,,,
 1_maj , (2/4) 1_7 , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,
 1_maj , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,,
 10_min 10_min/b7 , 6_maj 6_maj/7 , 3_min , 3_min , 10_maj , 0:maj6 ,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , (2/4) 6_maj 0:maj , 1_maj ,,,,,,,,
 1_maj , (2/4) 1_7 , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,
 1_maj , 6_maj . . 6_maj/7 , 3_min 0:7 ,,,,,,,,
 10_min , 6_maj , 0:11 , 1_maj . 6_maj 0:maj ,,,,,,,
 1_maj , (2/4) 6_maj 0:maj , 1_maj ,,,,,,,,
 1_maj , (2/4) 1_7 ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Getaway,,,,,,,,,,
 1_min , 1_min , 1_min , 1_min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 9_maj7 , 1_min ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 6_min7 4_maj , 9_maj9 0:7(#9) ,,,,,,,,,
 (2/4) 6_min7 , 6_min7 0:min7 . 10_min7 , 0:min7 10_min7 . 12_min7 ,,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 9_maj7 , 1_min ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 6_min7 4_maj , 9_maj9 0:7(#9) ,,,,,,,,,
 6_min7 0:min7 ,,,,,,,,,,
 1_min7 , 1_min7 ,,,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 1_7(#9) , 1_7(#9) , 1_7(#9) , 1_7(#9) ,,,,,,,
 6_min7 4_maj , 9_maj9 0:7(#9) ,,,,,,,,,
 (2/4) 6_min7 , 6_min7 0:min7 . 10_min7 , 0:min7 10_min7 . 12_min7 ,,,,,,,,
 1_min7 , 1_min7 ,,,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min , 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,
 1_7(#9) , 1_7(#9) . 6_min 0:min ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Goodbye Yellow Brick Road,,,,,,,,,,
 1_maj 0:maj/3 10_min 10_min/b7 , 6_maj 0:maj 1_maj . ,,,,,,,,,
 3_min7 6_maj 0:maj . , 1_maj 1_maj/3 6_maj . ,,,,,,,,,
 11_maj 0:7/3 , 1_maj ,,,,,,,,,
 3_min7 6_maj 0:maj . , 1_maj 1_maj/3 6_maj . ,,,,,,,,,
 11_maj 0:7/3 , 1_maj ,,,,,,,,,
 6_min 11_maj , 4_maj 9_maj ,,,,,,,,,
 6_min 0:7 ,,,,,,,,,,
 1_maj 5_7 , 6_maj 1_maj ,,,,,,,,,
 10_7 3_min7 , 0:maj . 1_maj 0:maj/3 ,,,,,,,,,
 10_min7 5_7 , (2/4) 6_maj , 9_maj ,,,,,,,,
 1_maj 0:maj/3 10_min 10_min/b7 , (2/4) 6_maj 0:maj ,,,,,,,,,
 6_min 11_maj , 4_maj 9_maj ,,,,,,,,,
 6_min 0:7 , 1_maj ,,,,,,,,,
 3_min7 6_maj 0:maj . , 1_maj 1_maj/3 6_maj . ,,,,,,,,,
 11_maj 0:7/3 , 1_maj ,,,,,,,,,
 3_min7 6_maj 0:maj . , 1_maj 1_maj/3 6_maj . ,,,,,,,,,
 11_maj 0:7/3 , 1_maj ,,,,,,,,,
 6_min 11_maj , 4_maj 9_maj ,,,,,,,,,
 6_min 0:7 ,,,,,,,,,,
 1_maj 5_7 , 6_maj 1_maj ,,,,,,,,,
 10_7 3_min7 , 0:maj . 1_maj 0:maj/3 ,,,,,,,,,
 10_min7 5_7 , (2/4) 6_maj , 9_maj ,,,,,,,,
 1_maj 0:maj/3 10_min 10_min/b7 , (2/4) 6_maj 0:maj ,,,,,,,,,
 6_min 11_maj , 4_maj 9_maj ,,,,,,,,,
 6_min 0:7 , 1_maj ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Heartbreaker,,,,,,,,,,
 N , N . . 4_maj , 1_min , 1_maj . . 4_maj ,,,,,,,
 1_min , 1_maj . . 4_maj , 1_min , 1_min ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:5 , 0:maj ,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 1_min . . 4_maj , 1_min , 1_min . . 4_maj ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:5 , 0:maj ,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 1_min . . 4_maj , 1_min , 1_min . . 4_maj ,,,,,,,
 11_maj . . 1_maj , 0:maj . . 6_maj , 4_maj 2_maj , 1_min 11_maj . 10_maj ,,,,,,,
 11_maj . . 1_maj , 0:maj . . 6_maj , 4_1 11_1 , 0:1 . 3_1 1_1 ,,,,,,,
 0:1 , 0:1 , 0:1 , 0:maj ,,,,,,,
 1_1 , 9_1 , 6_1 , 0:1 6_1 4_1 2_1 ,,,,,,,
 1_1 , 9_1 , 6_1 , 0:5 , 0:maj ,,,,,,
 N , N , N , N ,,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 1_min ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Heartbreaker,,,,,,,,,,
 N , N . . 4_maj , 1_min , 1_maj . . 4_maj ,,,,,,,
 1_min , 1_maj . . 4_maj , 1_min , 1_min ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:5 , 0:maj ,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 1_min . . 4_maj , 1_min , 1_min . . 4_maj ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_5 , 11_5 , 9_5 , 6_5 . 0:maj 11_maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:maj ,,,,,,,
 1_min 11_maj , 9_maj , 6_maj , 0:5 , 0:maj ,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 1_min . . 4_maj , 1_min , 1_min . . 4_maj ,,,,,,,
 11_maj . . 1_maj , 0:maj . . 6_maj , 4_maj 2_maj , 1_min 11_maj . 10_maj ,,,,,,,
 11_maj . . 1_maj , 0:maj . . 6_maj , 4_1 11_1 , 0:1 . 3_1 1_1 ,,,,,,,
 0:1 , 0:1 , 0:1 , 0:maj ,,,,,,,
 1_1 , 9_1 , 6_1 , 0:1 6_1 4_1 2_1 ,,,,,,,
 1_1 , 9_1 , 6_1 , 0:5 , 0:maj ,,,,,,
 N , N , N , N ,,,,,,,
 1_min . . 3_min , 4_maj , 6_maj . . 0:maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 4_maj , 6_maj , 9_maj . . 0:maj ,,,,,,,
 1_min , 1_min ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Hold On,,,,,,,,,,
 N , 1_maj ,,,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 6_maj/5 , 6_maj/5 , 10_min . . 5_min7 , 6_maj 0:sus4 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 10_min . . 5_min7 , 6_maj , 0:maj ,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 1_maj 6_maj/5 , 0:maj/11 1_maj ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 6_maj 1_maj/3 , 3_min7 , 0:sus4(b7) , N ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 5_min/5 , 10_min , 6_maj 0:sus4(b7) ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 5_min/5 , 10_min . . 5_min7 , 6_maj , 0:sus4(b7) ,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 1_maj 6_maj/5 , 0:maj/11 1_maj ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 6_maj 1_maj/3 , 3_min7 , 0:sus4(b7) , N ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 N , N , N , N ,,,,,,,
 1_1 , 1_1 , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 1_maj 6_maj/5 , 0:maj/11 1_maj ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 1_maj 6_maj/5 , 0:sus4/11 1_maj , 1_maj 6_maj/5 , 0:sus4/11 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Hold On,,,,,,,,,,
 N , 1_maj ,,,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 6_maj/5 , 6_maj/5 , 10_min . . 5_min7 , 6_maj 0:sus4 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 10_min . . 5_min7 , 6_maj , 0:maj ,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 1_maj 6_maj/5 , 0:maj/11 1_maj ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 6_maj 1_maj/3 , 3_min7 , 0:sus4(b7) , N ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 5_min/5 , 10_min , 6_maj 0:sus4(b7) ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 5_min/5 , 10_min . . 5_min7 , 6_maj , 0:sus4(b7) ,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 1_maj 6_maj/5 , 0:maj/11 1_maj ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 6_maj 1_maj/3 , 3_min7 , 0:sus4(b7) , N ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 N , N , N , N ,,,,,,,
 1_1 , 1_1 , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 1_maj 6_maj/5 , 0:maj/11 1_maj ,,,,,,,
 1_maj 6_maj/5 , 0:maj/11 1_maj , 6_maj 1_maj/3 , 3_min7 0:sus4 ,,,,,,,
 1_maj 6_maj/5 , 0:sus4/11 1_maj , 1_maj 6_maj/5 , 0:sus4/11 1_maj ,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Hold On,,,,,,,,,,
 N , 1_maj ,,,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 ,,,,,,,
 6_maj/5 , 6_maj/5 , 10_min . . 5_min7 , 6_maj 0:sus4 ,,,,,,,
 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 , 1_maj 0:maj/11 , 6_maj/5 . . 0:maj/11 ,,,,,,,
